otherCellLine,cellLine,correlation
ME.MDA_MB_435,LC.A549,0.565805056
RE.A498,LC.NCI_H522,0.565804157
ME.M14,LC.NCI_H522,0.565576096
ME.SK_MEL_2,LC.NCI_H460,0.565416652
RE.TK_10,ME.SK_MEL_5,0.565134601
PR.DU_145,ME.UACC_257,0.565107563
LC.NCI_H226,CO.SW_620,0.565058203
RE.ACHN,ME.UACC_257,0.564976409
ME.MDA_MB_435,CO.HCT_116,0.564872661
RE.RXF_393,CO.HT29,0.564857923
ME.UACC_62,CO.HCT_116,0.564693869
OV.SK_OV_3,ME.UACC_62,0.564539575
ME.MALME_3M,BR.BT_549,0.564394521
RE.SN12C,BR.MCF7,0.56439307
ME.M14,CO.SW_620,0.564203238
ME.UACC_257,LC.HOP_92,0.564037808
LE.RPMI_8226,CO.HCT_116,0.563909428
RE.RXF_393,ME.UACC_257,0.563729025
RE.RXF_393,CO.HCC_2998,0.563725309
ME.SK_MEL_5,BR.MDA_MB_231,0.563267108
OV.IGROV1,ME.UACC_257,0.56311279
PR.PC_3,CO.COLO205,0.562927936
CO.SW_620,CNS.U251,0.562627832
LC.NCI_H322M,CNS.SF_295,0.562571723
ME.UACC_257,BR.BT_549,0.562005589
RE.UO_31,ME.UACC_257,0.561818117
ME.MALME_3M,LC.EKVX,0.561799892
ME.MDA_MB_435,LC.EKVX,0.561782778
PR.DU_145,LE.RPMI_8226,0.561284326
OV.SK_OV_3,ME.SK_MEL_28,0.561279435
ME.MALME_3M,CO.SW_620,0.561043799
ME.UACC_257,LC.NCI_H460,0.560946463
RE.A498,CO.HT29,0.560717248
CO.HCT_116,BR.HS578T,0.560694755
ME.MALME_3M,LC.NCI_H522,0.560440669
LC.NCI_H522,BR.HS578T,0.560318014
OV.SK_OV_3,ME.MDA_N,0.560283677
ME.SK_MEL_5,BR.HS578T,0.560077943
ME.MDA_N,LC.A549,0.559998711
RE.A498,BR.T47D,0.559648935
ME.SK_MEL_5,LC.HOP_92,0.559395836
BR.MCF7,BR.BT_549,0.55934202
RE.786_0,ME.UACC_257,0.559040471
ME.MDA_N,CO.HCT_116,0.558965046
OV.OVCAR_4,ME.MDA_N,0.558927917
ME.UACC_62,LC.EKVX,0.558295367
ME.SK_MEL_5,LC.EKVX,0.558178007
RE.786_0,ME.SK_MEL_5,0.558151971
RE.UO_31,ME.SK_MEL_5,0.558075438
ME.MDA_N,LC.EKVX,0.558013339
RE.UO_31,BR.T47D,0.557586016
RE.SN12C,BR.T47D,0.557254352
OV.IGROV1,ME.MDA_N,0.55629477
ME.MALME_3M,ME.LOXIMVI,0.556236665
OV.OVCAR_4,ME.SK_MEL_28,0.556214036
LE.RPMI_8226,CO.HCC_2998,0.556184298
ME.UACC_257,LC.NCI_H226,0.554387748
ME.M14,CO.HCT_15,0.553905734
RE.786_0,LC.NCI_H522,0.553137034
OV.OVCAR_5,LE.RPMI_8226,0.552976251
ME.UACC_257,LC.A549,0.552823214
OV.OVCAR_4,ME.UACC_62,0.552434481
LC.NCI_H460,CO.HT29,0.552323503
OV.IGROV1,ME.LOXIMVI,0.552228106
CO.HCT_15,CNS.U251,0.551787466
OV.OVCAR_4,ME.SK_MEL_2,0.55175453
OV.SK_OV_3,CO.COLO205,0.551444589
RE.RXF_393,BR.MCF7,0.551439276
ME.LOXIMVI,LC.NCI_H322M,0.551372829
OV.IGROV1,CO.COLO205,0.551275643
ME.UACC_257,CO.HCT_116,0.5512089
ME.SK_MEL_5,BR.BT_549,0.551048927
RE.TK_10,ME.UACC_257,0.550973771
OV.SK_OV_3,ME.SK_MEL_2,0.550532724
LC.NCI_H226,BR.MCF7,0.55039979
OV.OVCAR_4,ME.UACC_257,0.550228071
LE.RPMI_8226,CO.HCT_15,0.550175835
LC.NCI_H322M,CNS.SF_539,0.549645027
LE.RPMI_8226,LE.K_562,0.549174807
OV.OVCAR_4,ME.LOXIMVI,0.548874416
PR.DU_145,LE.SR,0.548683512
ME.SK_MEL_2,CO.HCT_116,0.54814084
LC.NCI_H226,CO.HT29,0.548047912
LE.K_562,CO.HCT_116,0.54804612
CO.COLO205,BR.MDA_MB_231,0.547963773
OV.SK_OV_3,ME.SK_MEL_5,0.547195938
ME.SK_MEL_28,LC.NCI_H522,0.546946616
ME.UACC_257,LC.NCI_H522,0.546767853
PR.PC_3,ME.UACC_257,0.546724615
OV.OVCAR_4,ME.SK_MEL_5,0.546635289
LC.NCI_H23,CO.KM12,0.546588017
LE.MOLT_4,CNS.SNB_19,0.546360292
RE.786_0,BR.MCF7,0.54593143
PR.PC_3,ME.MALME_3M,0.545839955
OV.NCI_ADR_RES,CO.KM12,0.545700764
LE.K_562,CO.SW_620,0.54488073
RE.786_0,BR.T47D,0.544777605
OV.OVCAR_3,CO.COLO205,0.544556979
LE.RPMI_8226,BR.MCF7,0.544467291
LE.SR,BR.MDA_MB_231,0.544124114
OV.OVCAR_4,LE.RPMI_8226,0.543847376
CO.HCT_15,BR.BT_549,0.543779856
RE.UO_31,BR.MCF7,0.543695303
ME.SK_MEL_2,LC.EKVX,0.543645657
PR.PC_3,ME.SK_MEL_5,0.543532376
RE.TK_10,CO.COLO205,0.543466184
RE.SN12C,CO.HCC_2998,0.543304061
LC.EKVX,CO.COLO205,0.543053621
ME.UACC_257,LC.EKVX,0.542907905
BR.T47D,BR.BT_549,0.542879016
ME.SK_MEL_5,LC.NCI_H226,0.542553534
RE.RXF_393,ME.SK_MEL_5,0.542339473
ME.SK_MEL_2,LC.A549,0.542276955
LC.NCI_H322M,CNS.SNB_75,0.541875846
OV.OVCAR_3,ME.MALME_3M,0.541282829
LE.SR,LC.HOP_92,0.541104057
ME.SK_MEL_28,LC.EKVX,0.540967032
ME.MDA_MB_435,CO.SW_620,0.540895073
OV.SK_OV_3,ME.MALME_3M,0.540741546
LC.NCI_H226,BR.T47D,0.540528258
RE.RXF_393,BR.T47D,0.540184158
OV.OVCAR_8,CO.KM12,0.539960432
OV.OVCAR_3,ME.LOXIMVI,0.539487867
CO.SW_620,CNS.SNB_19,0.539195781
ME.UACC_62,LC.NCI_H522,0.538904201
OV.OVCAR_5,LE.SR,0.538749166
LC.NCI_H23,CO.HT29,0.537914709
OV.OVCAR_8,LE.K_562,0.537824013
OV.OVCAR_3,ME.MDA_MB_435,0.537688195
ME.LOXIMVI,LE.SR,0.5376845
PR.PC_3,LE.RPMI_8226,0.53742941
RE.TK_10,LE.RPMI_8226,0.537389459
OV.OVCAR_3,ME.SK_MEL_28,0.536996926
ME.M14,BR.MCF7,0.536908388
ME.LOXIMVI,LC.NCI_H522,0.536882147
ME.M14,LC.NCI_H322M,0.536782297
ME.MDA_N,CO.SW_620,0.535925247
ME.SK_MEL_5,BR.MCF7,0.53527245
CO.HCT_15,CNS.SNB_19,0.534770483
ME.MALME_3M,CO.HCT_15,0.5342481
OV.IGROV1,ME.SK_MEL_2,0.534042886
RE.RXF_393,CO.KM12,0.534016782
CNS.U251,BR.MCF7,0.533407792
OV.OVCAR_3,LE.RPMI_8226,0.533150909
LC.HOP_92,CO.COLO205,0.533128668
ME.M14,LE.RPMI_8226,0.532963927
CNS.U251,BR.T47D,0.532583848
OV.SK_OV_3,ME.UACC_257,0.532519615
RE.SN12C,LE.SR,0.532474237
ME.SK_MEL_5,CO.SW_620,0.532408715
CO.SW_620,CNS.SF_539,0.53216794
OV.NCI_ADR_RES,LE.K_562,0.531889182
CO.SW_620,BR.BT_549,0.531388708
LE.RPMI_8226,BR.MDA_MB_231,0.531127803
OV.IGROV1,LE.RPMI_8226,0.530463509
OV.OVCAR_3,ME.UACC_62,0.530393565
LC.NCI_H522,CO.HCC_2998,0.530055324
LE.K_562,LC.NCI_H23,0.529888831
OV.OVCAR_3,ME.SK_MEL_5,0.529815455
OV.OVCAR_8,LE.RPMI_8226,0.529113772
LC.NCI_H226,CO.KM12,0.528829846
ME.MDA_MB_435,LC.NCI_H522,0.528737692
ME.MDA_N,LC.NCI_H522,0.528573758
LE.K_562,LE.CCRF_CEM,0.5285188
PR.DU_145,LE.K_562,0.528280785
CO.SW_620,CNS.SF_295,0.527816706
CO.HCT_15,CNS.SF_268,0.527724388
ME.MDA_MB_435,CO.HCT_15,0.52766713
OV.OVCAR_8,LE.MOLT_4,0.527584225
OV.NCI_ADR_RES,CO.HT29,0.527392767
LC.NCI_H460,CO.COLO205,0.527120386
OV.OVCAR_3,ME.UACC_257,0.526541627
LE.RPMI_8226,CO.HT29,0.52650494
LE.SR,LE.K_562,0.526304009
ME.MALME_3M,BR.MCF7,0.526177503
RE.CAKI_1,CO.COLO205,0.526124221
ME.SK_MEL_28,CO.SW_620,0.526048134
OV.OVCAR_3,ME.SK_MEL_2,0.525755353
LC.NCI_H322M,BR.HS578T,0.525517464
LE.MOLT_4,CNS.U251,0.525248132
OV.NCI_ADR_RES,LE.RPMI_8226,0.524966249
RE.786_0,LE.SR,0.524946484
RE.SN12C,CO.KM12,0.524412378
RE.SN12C,LE.K_562,0.524389533
RE.A498,CO.COLO205,0.524366908
ME.M14,LE.SR,0.524062773
RE.A498,LE.RPMI_8226,0.523480943
RE.RXF_393,LE.RPMI_8226,0.522971942
LE.K_562,LC.NCI_H522,0.522937807
LE.RPMI_8226,CO.COLO205,0.52275651
CNS.SNB_19,BR.MCF7,0.522688434
ME.MDA_N,CO.HCT_15,0.522679588
ME.LOXIMVI,CO.SW_620,0.522294762
ME.M14,BR.T47D,0.521952542
ME.UACC_257,CO.SW_620,0.521682422
RE.SN12C,LE.MOLT_4,0.521308099
LC.HOP_62,CO.COLO205,0.520813725
LE.K_562,CO.HCT_15,0.52068579
OV.OVCAR_3,ME.MDA_N,0.520651034
OV.OVCAR_8,LE.SR,0.520481369
ME.SK_MEL_2,LC.NCI_H522,0.520034137
CO.KM12,CNS.U251,0.519465933
CO.HCT_15,CNS.SF_295,0.519242914
RE.786_0,LE.RPMI_8226,0.519073859
OV.NCI_ADR_RES,LE.MOLT_4,0.51894606
ME.MDA_MB_435,LC.NCI_H322M,0.518901215
RE.RXF_393,LE.SR,0.518561507
OV.OVCAR_8,CO.HT29,0.518507431
OV.NCI_ADR_RES,LE.SR,0.518053027
RE.ACHN,CO.COLO205,0.517920753
LE.SR,CO.HCT_116,0.517886987
RE.SN12C,CO.HT29,0.517761246
OV.IGROV1,LE.K_562,0.51760465
ME.MALME_3M,BR.T47D,0.517453721
LE.RPMI_8226,LC.NCI_H460,0.516824381
LE.RPMI_8226,LC.NCI_H23,0.51596576
LE.K_562,CO.HCC_2998,0.515925905
LE.SR,LC.NCI_H23,0.515771009
ME.SK_MEL_5,LC.NCI_H322M,0.515489209
ME.SK_MEL_5,BR.T47D,0.515331574
ME.SK_MEL_5,CO.HCT_15,0.515119748
LE.MOLT_4,CNS.SF_268,0.514990732
ME.SK_MEL_28,CO.HCT_15,0.51461381
LE.SR,LC.NCI_H460,0.514600898
LE.RPMI_8226,LC.NCI_H226,0.514567848
RE.TK_10,LE.SR,0.514208108
PR.DU_145,LE.MOLT_4,0.514162672
ME.M14,CO.HCC_2998,0.514144353
CO.SW_620,CNS.SF_268,0.513899134
CNS.SF_268,BR.MCF7,0.513520364
LE.MOLT_4,LC.HOP_62,0.513461788
LE.RPMI_8226,LC.A549,0.513457485
LE.RPMI_8226,LC.HOP_62,0.513247089
LE.MOLT_4,LE.K_562,0.513120866
LE.SR,LC.HOP_62,0.51290718
LE.RPMI_8226,CO.KM12,0.512437507
LE.K_562,LC.HOP_62,0.511650573
ME.SK_MEL_2,LC.NCI_H322M,0.511236617
LE.SR,LC.NCI_H226,0.511130328
RE.SN12C,LE.RPMI_8226,0.510928998
CNS.SF_268,BR.T47D,0.510579667
CO.HCC_2998,BR.BT_549,0.510546223
ME.M14,LE.MOLT_4,0.510344741
ME.UACC_62,LC.NCI_H322M,0.510342956
RE.A498,LE.SR,0.51002455
CNS.SF_539,BR.MCF7,0.5099016
ME.SK_MEL_28,LC.NCI_H322M,0.509695507
CO.SW_620,CNS.SNB_75,0.50964557
ME.M14,LE.K_562,0.509534388
RE.786_0,CO.COLO205,0.509230773
CNS.SNB_19,BR.T47D,0.509055213
OV.OVCAR_5,LE.K_562,0.508655682
ME.MDA_N,LC.NCI_H322M,0.50858414
LE.K_562,BR.MCF7,0.507887854
CO.HCT_15,CNS.SF_539,0.507533611
ME.MDA_MB_435,BR.T47D,0.507371293
RE.ACHN,LE.SR,0.507143136
ME.MDA_MB_435,BR.MCF7,0.50705474
ME.MDA_MB_435,LE.RPMI_8226,0.506998476
ME.UACC_62,CO.SW_620,0.506442724
RE.ACHN,LE.RPMI_8226,0.50620976
LE.RPMI_8226,LC.HOP_92,0.505946074
ME.MDA_N,BR.MCF7,0.505800425
LE.K_562,LC.NCI_H460,0.505764704
LE.MOLT_4,LC.NCI_H23,0.505740619
CO.HCC_2998,CNS.U251,0.505478562
ME.LOXIMVI,CO.HCT_15,0.505307446
OV.SK_OV_3,LE.RPMI_8226,0.504433443
ME.MDA_MB_435,LE.SR,0.50440779
OV.OVCAR_4,LE.K_562,0.503670284
LE.K_562,BR.MDA_MB_231,0.50365343
LE.HL_60,CO.SW_620,0.50346208
ME.MDA_N,BR.T47D,0.503355326
RE.RXF_393,CO.COLO205,0.503260118
LE.MOLT_4,BR.MDA_MB_231,0.503255382
RE.UO_31,LE.RPMI_8226,0.502242538
ME.UACC_257,BR.MCF7,0.502085775
CNS.SF_539,BR.T47D,0.50201832
ME.UACC_257,CO.HCT_15,0.501668512
RE.UO_31,CO.COLO205,0.501444646
ME.MDA_N,LE.SR,0.501104517
ME.MDA_MB_435,CO.KM12,0.50045452
PR.DU_145,LE.HL_60,0.499883028
ME.SK_MEL_28,BR.MCF7,0.499526869
RE.CAKI_1,LE.RPMI_8226,0.499464368
PR.PC_3,LE.SR,0.499369161
ME.MDA_N,LE.RPMI_8226,0.499358051
ME.M14,CO.KM12,0.499268203
LE.HL_60,BR.MDA_MB_231,0.499090856
ME.MALME_3M,CO.HCC_2998,0.499025748
LE.MOLT_4,LC.NCI_H522,0.499012386
ME.LOXIMVI,LE.RPMI_8226,0.498473895
LE.HL_60,CO.HCT_116,0.49838891
PR.PC_3,LE.K_562,0.497086876
CO.KM12,CNS.SNB_19,0.496811761
LE.SR,CO.SW_620,0.496695793
ME.SK_MEL_28,LE.RPMI_8226,0.496457851
ME.MDA_N,CO.KM12,0.496368624
OV.OVCAR_8,LE.HL_60,0.496004445
RE.CAKI_1,LE.SR,0.495944116
ME.MDA_MB_435,CO.HCC_2998,0.495668293
ME.UACC_62,BR.MCF7,0.495642376
CO.HCT_15,CNS.SNB_75,0.49535836
ME.MALME_3M,LC.NCI_H322M,0.495092416
CNS.SNB_75,BR.T47D,0.494999618
LE.SR,CNS.SF_295,0.494994967
CO.SW_620,BR.HS578T,0.494987121
LE.RPMI_8226,LC.NCI_H322M,0.494980483
RE.786_0,LE.MOLT_4,0.494506886
LC.NCI_H23,CO.COLO205,0.494186039
ME.MALME_3M,LE.RPMI_8226,0.49411062
ME.SK_MEL_28,BR.T47D,0.493691718
CO.HCC_2998,CNS.SF_295,0.493641838
ME.SK_MEL_2,LE.RPMI_8226,0.493450244
ME.LOXIMVI,CO.HCC_2998,0.493060566
CNS.SF_295,BR.T47D,0.493046688
ME.SK_MEL_2,LE.K_562,0.492623777
ME.LOXIMVI,CO.KM12,0.492566806
CNS.SF_295,BR.MCF7,0.492209456
ME.SK_MEL_5,CO.HCC_2998,0.492095363
CNS.SNB_75,BR.MCF7,0.492056834
ME.UACC_62,CO.HCT_15,0.492002094
LE.SR,BR.BT_549,0.491798621
ME.UACC_62,BR.T47D,0.491783995
ME.MDA_MB_435,LE.K_562,0.491714705
ME.UACC_62,LE.K_562,0.491600821
LE.K_562,LC.HOP_92,0.491446526
ME.SK_MEL_28,LE.SR,0.491421933
LE.RPMI_8226,BR.T47D,0.491305657
RE.UO_31,LE.MOLT_4,0.49128491
BR.MCF7,BR.HS578T,0.490692146
LE.SR,CO.HCT_15,0.490497787
RE.CAKI_1,LE.K_562,0.490218366
ME.MDA_N,LE.K_562,0.490174698
ME.MDA_N,CO.HCC_2998,0.490111317
ME.UACC_257,LE.RPMI_8226,0.490023149
LE.MOLT_4,CO.SW_620,0.490014945
LE.RPMI_8226,CNS.U251,0.489851713
LE.RPMI_8226,LC.NCI_H522,0.489818954
LE.MOLT_4,LC.NCI_H226,0.489342515
ME.UACC_257,LE.K_562,0.489258501
CO.KM12,BR.BT_549,0.489249419
CO.HCT_15,BR.HS578T,0.488839507
LE.MOLT_4,BR.BT_549,0.48809193
ME.MALME_3M,LE.MOLT_4,0.487768866
LE.MOLT_4,CNS.SF_295,0.487524176
ME.M14,LE.HL_60,0.487256164
RE.UO_31,LE.SR,0.486998113
ME.SK_MEL_2,CO.SW_620,0.486962198
RE.CAKI_1,LE.MOLT_4,0.486807106
LE.MOLT_4,CO.HCT_116,0.486799453
ME.SK_MEL_28,LE.MOLT_4,0.486765969
OV.IGROV1,LE.MOLT_4,0.486555459
RE.RXF_393,LE.MOLT_4,0.48643797
ME.SK_MEL_28,CO.HCC_2998,0.486200676
OV.NCI_ADR_RES,LE.HL_60,0.486103117
LE.K_562,LC.A549,0.486079917
CO.HT29,BR.BT_549,0.485960013
ME.SK_MEL_5,CO.KM12,0.485838293
ME.SK_MEL_5,LE.K_562,0.485820778
OV.OVCAR_5,LE.HL_60,0.485595473
ME.LOXIMVI,CO.HT29,0.485475458
CO.HT29,CNS.U251,0.485145251
ME.SK_MEL_5,LE.RPMI_8226,0.484745385
RE.TK_10,LE.MOLT_4,0.48470909
ME.UACC_257,BR.T47D,0.483782984
BR.T47D,BR.HS578T,0.483745292
LE.SR,CNS.SF_268,0.483694207
LE.SR,LC.A549,0.483462087
LE.K_562,LC.EKVX,0.483372612
CO.HT29,CNS.SF_295,0.483162717
ME.MALME_3M,LE.SR,0.4826566
LE.RPMI_8226,CNS.SF_268,0.482101148
RE.TK_10,LE.K_562,0.482083132
ME.SK_MEL_28,LE.K_562,0.481867369
ME.LOXIMVI,LE.K_562,0.481547276
LE.RPMI_8226,CNS.SF_295,0.481319833
OV.OVCAR_3,LE.K_562,0.48118074
LE.HL_60,LC.HOP_62,0.480492223
ME.SK_MEL_2,BR.T47D,0.479680389
CO.KM12,CNS.SF_295,0.479291738
LE.HL_60,LC.NCI_H23,0.47928828
ME.LOXIMVI,BR.MCF7,0.478520267
CO.HCC_2998,CNS.SNB_19,0.47826007
OV.OVCAR_4,LE.MOLT_4,0.478221111
ME.SK_MEL_2,LE.SR,0.477888376
OV.IGROV1,LE.SR,0.477874584
LE.HL_60,CO.HCT_15,0.477456102
LC.NCI_H522,CO.KM12,0.477390753
ME.MDA_MB_435,CO.HT29,0.477365209
ME.MDA_MB_435,LE.MOLT_4,0.477103131
ME.M14,CO.HT29,0.476896331
ME.SK_MEL_2,CO.HCT_15,0.476610735
LE.SR,CO.HCC_2998,0.476087563
ME.LOXIMVI,LE.MOLT_4,0.476084821
ME.MALME_3M,CO.KM12,0.475608556
LC.NCI_H226,CO.COLO205,0.475402104
RE.ACHN,LE.K_562,0.475276633
LE.MOLT_4,LC.NCI_H460,0.475026259
RE.A498,LE.MOLT_4,0.474888547
OV.OVCAR_5,LE.MOLT_4,0.473803296
RE.A498,LE.K_562,0.473512312
LE.RPMI_8226,CNS.SNB_19,0.473228983
ME.UACC_62,CO.KM12,0.473215572
LE.SR,CNS.SNB_19,0.47270301
LE.SR,CNS.SF_539,0.472532542
LE.SR,CNS.U251,0.472219372
CO.KM12,CNS.SF_268,0.472207913
OV.NCI_ADR_RES,CO.COLO205,0.472196841
LE.MOLT_4,LC.HOP_92,0.472180226
ME.UACC_62,LE.SR,0.472075747
LE.MOLT_4,CNS.SNB_75,0.471643628
LE.CCRF_CEM,CO.SW_620,0.471418287
OV.OVCAR_8,CO.COLO205,0.471327118
ME.MDA_N,CO.HT29,0.471078259
LE.K_562,BR.T47D,0.470677758
ME.SK_MEL_2,BR.MCF7,0.470357987
OV.OVCAR_3,LE.MOLT_4,0.470288624
LE.SR,BR.MCF7,0.470132755
LE.RPMI_8226,LC.EKVX,0.470034784
ME.UACC_257,LC.NCI_H322M,0.469955401
LE.HL_60,CO.HCC_2998,0.469727081
ME.MDA_N,LE.MOLT_4,0.469377304
ME.UACC_62,LE.RPMI_8226,0.469178091
OV.SK_OV_3,LE.SR,0.46886052
RE.786_0,LE.K_562,0.468839391
RE.ACHN,LE.MOLT_4,0.468186057
ME.SK_MEL_28,CO.KM12,0.468095345
LE.HL_60,CO.COLO205,0.467649446
LE.RPMI_8226,BR.BT_549,0.467291889
ME.SK_MEL_5,LE.SR,0.467083466
LE.RPMI_8226,CNS.SNB_75,0.466847199
ME.SK_MEL_2,LE.MOLT_4,0.466774169
OV.SK_OV_3,LE.MOLT_4,0.466679885
ME.MALME_3M,LE.K_562,0.465918312
ME.M14,CO.COLO205,0.465570977
OV.OVCAR_4,LE.SR,0.465460593
CO.HCC_2998,CNS.SNB_75,0.46504928
RE.SN12C,LE.HL_60,0.46477202
LE.HL_60,BR.MCF7,0.464771935
OV.IGROV1,LE.HL_60,0.464105232
PR.PC_3,LE.MOLT_4,0.464068447
RE.TK_10,LE.HL_60,0.464064172
LE.MOLT_4,LC.A549,0.463172839
LE.HL_60,LC.NCI_H460,0.462581494
LE.HL_60,LC.HOP_92,0.462568476
LE.K_562,CNS.U251,0.462492564
LE.SR,CNS.SNB_75,0.462030629
CO.HCC_2998,CNS.SF_539,0.461693179
ME.UACC_257,CO.HCC_2998,0.461597458
LE.MOLT_4,CO.HCT_15,0.461036025
LE.K_562,CO.KM12,0.460675156
RE.UO_31,LE.K_562,0.460586326
LE.MOLT_4,CNS.SF_539,0.460396532
LE.MOLT_4,BR.MCF7,0.460384679
OV.SK_OV_3,LE.K_562,0.460169153
LE.RPMI_8226,CNS.SF_539,0.460168189
LE.K_562,CO.HT29,0.459996185
LE.SR,CO.HT29,0.459372149
OV.OVCAR_8,LE.CCRF_CEM,0.459266345
LE.SR,LC.NCI_H522,0.459222919
ME.SK_MEL_5,LE.MOLT_4,0.459151602
LE.SR,LC.EKVX,0.458963929
ME.UACC_257,LE.SR,0.458608118
LE.K_562,CNS.SF_295,0.458559111
ME.UACC_257,LE.MOLT_4,0.457926128
RE.SN12C,CO.COLO205,0.45774621
CO.KM12,CNS.SF_539,0.457670656
ME.SK_MEL_2,CO.HCC_2998,0.456900593
OV.OVCAR_3,LE.HL_60,0.45676532
LE.SR,BR.HS578T,0.456685996
ME.UACC_62,CO.HCC_2998,0.4565637
ME.UACC_257,CO.KM12,0.45624882
RE.RXF_393,LE.K_562,0.454904033
LE.K_562,CO.COLO205,0.45436949
ME.MALME_3M,CO.HT29,0.4543226
OV.OVCAR_4,LE.HL_60,0.454244542
LE.K_562,BR.BT_549,0.453638671
ME.MALME_3M,LE.HL_60,0.45356539
CO.HCC_2998,CNS.SF_268,0.453480672
LE.CCRF_CEM,BR.MDA_MB_231,0.453147234
LE.K_562,LC.NCI_H226,0.452815032
LE.SR,CO.KM12,0.452636247
ME.UACC_62,LE.MOLT_4,0.45262423
OV.NCI_ADR_RES,LE.CCRF_CEM,0.452552006
LC.NCI_H522,CO.HT29,0.451946079
ME.LOXIMVI,LE.HL_60,0.451806511
ME.LOXIMVI,BR.T47D,0.451678111
ME.MDA_MB_435,LE.HL_60,0.451332674
CO.HT29,CNS.SNB_19,0.451193661
RE.CAKI_1,LE.HL_60,0.451041079
RE.SN12C,LE.CCRF_CEM,0.450936322
CO.KM12,CNS.SNB_75,0.450136351
ME.MDA_MB_435,CO.COLO205,0.449635202
CO.HT29,CNS.SF_539,0.449281177
LE.HL_60,LC.NCI_H522,0.448641161
LE.CCRF_CEM,LC.NCI_H23,0.448630379
ME.MDA_N,CO.COLO205,0.448526384
ME.MDA_N,LE.HL_60,0.448365247
ME.SK_MEL_2,CO.KM12,0.447742527
CO.HT29,CNS.SNB_75,0.447714955
ME.M14,LE.CCRF_CEM,0.447643637
PR.PC_3,LE.HL_60,0.447551721
RE.ACHN,LE.HL_60,0.447362255
LE.HL_60,CO.HT29,0.446569124
ME.SK_MEL_28,LE.HL_60,0.446369466
LE.CCRF_CEM,LC.NCI_H522,0.446222613
ME.MALME_3M,CO.COLO205,0.445926136
LE.HL_60,LC.A549,0.445628889
RE.786_0,LE.HL_60,0.445130931
ME.UACC_257,LE.HL_60,0.444372159
PR.DU_145,LE.CCRF_CEM,0.444010056
LE.K_562,BR.HS578T,0.443676094
LE.SR,CO.COLO205,0.443534593
RE.RXF_393,LE.HL_60,0.443534055
CO.KM12,BR.HS578T,0.443441297
LE.CCRF_CEM,LC.HOP_62,0.443248301
CO.HCC_2998,BR.HS578T,0.443168084
RE.UO_31,LE.HL_60,0.443023737
LE.SR,LC.NCI_H322M,0.442818947
ME.SK_MEL_28,CO.HT29,0.441721385
LE.CCRF_CEM,CO.HCT_116,0.44156704
OV.OVCAR_3,LE.SR,0.441407959
LE.K_562,LC.NCI_H322M,0.44131844
LE.HL_60,CO.KM12,0.439296292
LE.RPMI_8226,BR.HS578T,0.439153969
OV.OVCAR_5,LE.CCRF_CEM,0.437898492
ME.SK_MEL_2,LE.HL_60,0.437563264
LE.MOLT_4,BR.HS578T,0.437239933
ME.SK_MEL_5,LE.HL_60,0.43653883
RE.A498,LE.HL_60,0.435706919
LE.HL_60,LC.NCI_H226,0.435195367
OV.SK_OV_3,LE.HL_60,0.435111939
LE.K_562,CNS.SF_268,0.435037775
OV.IGROV1,LE.CCRF_CEM,0.434809761
LE.K_562,CNS.SNB_19,0.434266004
LE.SR,BR.T47D,0.433753326
LE.CCRF_CEM,CO.HCT_15,0.432785017
ME.SK_MEL_5,CO.COLO205,0.431735708
LE.CCRF_CEM,BR.MCF7,0.431463034
CO.COLO205,CNS.U251,0.429616183
ME.MALME_3M,LE.CCRF_CEM,0.429569814
LE.K_562,CNS.SF_539,0.429315042
ME.LOXIMVI,CO.COLO205,0.427723866
ME.SK_MEL_28,LE.CCRF_CEM,0.426340074
ME.SK_MEL_28,CO.COLO205,0.42630259
ME.UACC_257,CO.HT29,0.425680043
ME.SK_MEL_5,CO.HT29,0.42550609
ME.SK_MEL_2,CO.HT29,0.425342291
CO.HT29,BR.HS578T,0.424196098
LE.CCRF_CEM,LC.HOP_92,0.42353419
RE.TK_10,LE.CCRF_CEM,0.423324403
LE.HL_60,BR.BT_549,0.422999583
CO.COLO205,CNS.SF_295,0.422283682
ME.MDA_MB_435,LE.CCRF_CEM,0.421353937
LE.MOLT_4,CO.HCC_2998,0.420991636
CO.HT29,CNS.SF_268,0.420929979
LE.HL_60,BR.T47D,0.420771902
ME.LOXIMVI,LE.CCRF_CEM,0.420750896
LE.MOLT_4,CO.COLO205,0.420420126
RE.RXF_393,LE.CCRF_CEM,0.420342542
ME.MDA_N,LE.CCRF_CEM,0.418166964
LE.CCRF_CEM,CO.COLO205,0.417471585
ME.UACC_257,LE.CCRF_CEM,0.417167845
LE.HL_60,LC.NCI_H322M,0.416653527
LC.NCI_H522,CO.COLO205,0.416492948
ME.UACC_62,CO.HT29,0.416142583
CO.COLO205,BR.BT_549,0.415663755
RE.786_0,LE.CCRF_CEM,0.414249959
RE.UO_31,LE.CCRF_CEM,0.414063215
ME.UACC_257,CO.COLO205,0.41358639
ME.UACC_62,LE.HL_60,0.412871647
RE.CAKI_1,LE.CCRF_CEM,0.41215438
LE.HL_60,CNS.SF_268,0.411184812
LE.HL_60,LC.EKVX,0.409112785
LE.HL_60,CNS.U251,0.408628404
OV.OVCAR_4,LE.CCRF_CEM,0.408146549
LE.MOLT_4,LC.EKVX,0.408145207
ME.SK_MEL_2,CO.COLO205,0.407473084
LE.HL_60,CNS.SF_295,0.407284948
